day	hour	min	second	price	volume
4	11	22	35	40.98	300
4	11	22	35	40.97	100
4	11	22	35	40.97	100
4	11	22	35	40.97	100
4	11	22	37	40.98	100
4	11	22	37	40.9746	100
4	11	22	44	40.98	300
4	11	22	44	40.98	100
4	11	22	44	40.98	100
4	11	22	45	40.97	100
4	11	22	45	40.97	100
4	11	22	49	40.98	200
4	11	22	50	40.97	100
4	11	22	56	40.98	100
4	11	22	56	40.99	100
4	11	22	56	40.99	100
4	11	22	56	40.99	100
4	11	22	56	40.99	100
4	11	22	56	40.99	100
4	11	22	56	40.99	100
4	11	22	57	40.99	100
4	11	22	57	40.99	100
4	11	22	57	40.99	200
4	11	22	57	41	100
4	11	22	58	40.99	100
4	11	23	0	41	200
4	11	23	0	41	100
4	11	23	0	41	100
4	11	23	0	41	200
4	11	23	0	40.98	100
4	11	23	4	41	500
4	11	23	5	40.98	100
4	11	23	6	40.97	100
4	11	23	6	40.96	100
4	11	23	6	40.96	100
4	11	23	11	40.975	100
4	11	23	13	40.96	100
4	11	23	13	40.96	100
4	11	23	14	40.96	100
4	11	23	14	40.96	100
4	11	23	16	40.98	300
4	11	23	17	40.95	100
4	11	23	17	40.95	100
4	11	23	17	40.95	100
4	11	23	17	40.95	100
4	11	23	17	40.95	100
4	11	23	17	40.95	100
4	11	23	17	40.95	100
4	11	23	17	40.95	100
4	11	23	17	40.977	1300
4	11	23	17	40.93	100
4	11	23	19	40.94	100
4	11	23	19	40.94	100
4	11	23	19	40.94	100
4	11	23	20	40.957	200
4	11	23	21	40.94	100
4	11	23	24	40.94	100
4	11	23	24	40.94	100
4	11	23	24	40.94	100
4	11	23	24	40.94	100
4	11	23	24	40.94	100
4	11	23	24	40.94	100
4	11	23	24	40.94	100
4	11	23	24	40.94	100
4	11	23	24	40.94	100
4	11	23	24	40.94	100
4	11	23	24	40.94	100
4	11	23	24	40.96	100
4	11	23	25	40.96	100
4	11	23	25	40.96	100
4	11	23	27	40.97	100
4	11	23	28	40.95	100
4	11	23	29	40.94	100
4	11	23	29	40.94	200
4	11	23	29	40.92	100
4	11	23	29	40.94	100
4	11	23	29	40.93	100
4	11	23	29	40.93	100
4	11	23	29	40.93	100
4	11	23	33	40.95	100
4	11	23	33	40.95	500
4	11	23	34	40.95	100
4	11	23	34	40.96	100
4	11	23	43	40.926	200
4	11	23	49	40.95	100
4	11	23	49	40.95	100
4	11	23	49	40.95	200
4	11	23	49	40.95	100
4	11	23	49	40.95	100
4	11	23	49	40.95	100
4	11	23	50	40.93	100
4	11	23	51	40.92	100
4	11	23	52	40.92	100
4	11	23	52	40.92	100
4	11	23	52	40.92	100
4	11	23	52	40.92	100
4	11	23	52	40.93	100
4	11	23	52	40.93	100
4	11	23	52	40.94	100
4	11	23	54	40.95	100
4	11	23	54	40.95	100
4	11	23	56	40.94	200
4	11	23	56	40.94	100
4	11	23	58	40.96	100
4	11	23	58	40.96	100
4	11	23	58	40.96	100
4	11	23	58	40.95	100
4	11	23	58	40.95	100
4	11	23	59	40.94	100
4	11	24	2	40.97	100
4	11	24	2	40.97	100
4	11	24	3	40.98	100
4	11	24	3	40.99	100
4	11	24	3	40.99	100
4	11	24	4	40.99	200
4	11	24	5	40.98	200
4	11	24	5	40.98	100
4	11	24	7	40.98	100
4	11	24	7	40.98	100
4	11	24	7	40.98	100
4	11	24	7	40.98	100
4	11	24	7	40.99	100
4	11	24	7	41	300
4	11	24	7	40.99	100
4	11	24	7	41.01	100
4	11	24	7	41.01	100
4	11	24	8	40.99	100
4	11	24	8	40.995	100
4	11	24	8	41	100
4	11	24	8	41.03	100
4	11	24	8	41.01	100
4	11	24	8	41.01	100
4	11	24	8	41.02	100
4	11	24	8	41.03	100
4	11	24	8	41.03	100
4	11	24	8	41.03	200
4	11	24	8	41.04	100
4	11	24	8	41.02	100
4	11	24	9	41.04	100
4	11	24	9	41.04	100
4	11	24	9	41.04	100
4	11	24	9	41.03	100
4	11	24	9	41.03	300
4	11	24	9	41.03	200
4	11	24	9	41.03	100
4	11	24	9	41.01	100
4	11	24	10	41.01	200
4	11	24	11	41	100
4	11	24	11	40.99	100
4	11	24	11	40.99	100
4	11	24	11	40.97	100
4	11	24	11	40.99	100
4	11	24	11	40.98	100
4	11	24	12	40.98	100
4	11	24	14	40.97	100
4	11	24	14	40.97	100
4	11	24	14	40.97	100
4	11	24	14	40.98	100
4	11	24	14	40.99	100
4	11	24	14	40.99	100
4	11	24	14	40.99	100
4	11	24	14	40.99	100
4	11	24	14	40.99	100
4	11	24	14	41.01	100
4	11	24	14	41	100
4	11	24	14	41.01	100
4	11	24	14	41	100
4	11	24	14	41.01	300
4	11	24	14	41.01	200
4	11	24	15	41.02	100
4	11	24	15	41	100
4	11	24	15	41	100
4	11	24	15	41.02	100
4	11	24	15	41.02	100
4	11	24	15	41.04	100
4	11	24	15	41.04	100
4	11	24	15	41.05	100
4	11	24	15	41.03	100
4	11	24	15	41.03	100
4	11	24	15	41.04	100
4	11	24	15	41.04	100
4	11	24	15	41.02	200
4	11	24	15	41.05	100
4	11	24	16	41.05	100
4	11	24	16	41.05	100
4	11	24	16	41.05	100
4	11	24	16	41.05	100
4	11	24	16	41.06	100
4	11	24	16	41.06	100
4	11	24	16	41.06	100
4	11	24	16	41.05	100
4	11	24	16	41.05	100
4	11	24	16	41.03	200
4	11	24	16	41.03	100
4	11	24	16	41.03	100
4	11	24	16	41.03	100
4	11	24	16	41.03	100
4	11	24	16	41.06	100
4	11	24	16	41.05	100
4	11	24	16	41.05	200
4	11	24	16	41.06	100
4	11	24	16	41.06	200
4	11	24	16	41.06	100
4	11	24	16	41.04	100
4	11	24	16	41.06	200
4	11	24	16	41.06	100
4	11	24	16	41.06	100
4	11	24	17	41.07	200
4	11	24	17	41.07	200
4	11	24	17	41.08	100
4	11	24	17	41.08	100
4	11	24	17	41.08	100
4	11	24	17	41.08	300
4	11	24	17	41.08	100
4	11	24	17	41.08	200
4	11	24	18	41.08	200
4	11	24	18	41.09	300
4	11	24	19	41.07	118
4	11	24	19	41.07	100
4	11	24	20	41.07	100
4	11	24	20	41.07	100
4	11	24	21	41.015	100
4	11	24	21	41.07	200
4	11	24	21	41.08	100
4	11	24	23	41.07	200
4	11	24	23	41.07	100
4	11	24	24	41.07	100
4	11	24	24	41.07	200
4	11	24	24	41.0601	100
4	11	24	24	41.0601	100
4	11	24	24	41.0601	100
4	11	24	24	41.06	100
4	11	24	24	41.06	100
4	11	24	24	41.06	100
4	11	24	24	41.06	100
4	11	24	24	41.065	100
4	11	24	24	41.0601	100
4	11	24	25	41.06	100
4	11	24	27	41.07	100
4	11	24	30	41.06	200
4	11	24	30	41.06	100
4	11	24	30	41.075	100
4	11	24	31	41.08	100
4	11	24	31	41.08	100
4	11	24	31	41.08	100
4	11	24	32	41.08	100
4	11	24	32	41.08	100
4	11	24	32	41.08	100
4	11	24	32	41.08	100
4	11	24	32	41.08	100
4	11	24	32	41.09	300
4	11	24	32	41.09	100
4	11	24	32	41.1	200
4	11	24	32	41.1	100
4	11	24	32	41.1	100
4	11	24	32	41.1	200
4	11	24	32	41.11	100
4	11	24	32	41.11	100
4	11	24	32	41.1	200
4	11	24	32	41.1	100
4	11	24	33	41.11	100
4	11	24	36	41.11	100
4	11	24	36	41.11	200
4	11	24	40	41.09	100
4	11	24	40	41.1	100
4	11	24	40	41.1	100
4	11	24	41	41.09	100
4	11	24	41	41.08	500
4	11	24	41	41.09	100
4	11	24	42	41.08	100
4	11	24	42	41.06	100
4	11	24	42	41.06	100
4	11	24	42	41.08	100
4	11	24	42	41.08	100
4	11	24	42	41.06	100
4	11	24	42	41.07	100
4	11	24	42	41.05	100
4	11	24	42	41.07	100
4	11	24	42	41.05	100
4	11	24	42	41.05	100
4	11	24	43	41.05	100
4	11	24	44	41.06	100
4	11	24	44	41.07	100
4	11	24	45	41.08	100
4	11	24	45	41.07	100
4	11	24	45	41.08	200
4	11	24	46	41.1	100
4	11	24	46	41.1	100
4	11	24	46	41.1	100
4	11	24	46	41.1	300
4	11	24	47	41.1	100
4	11	24	47	41.1	100
4	11	24	48	41.1	100
4	11	24	48	41.09	100
4	11	24	49	41.1	100
4	11	24	49	41.08	100
4	11	24	49	41.08	100
4	11	24	49	41.08	100
4	11	24	50	41.1	100
4	11	24	50	41.1	100
4	11	24	51	41.09	100
4	11	24	53	41.09	100
4	11	24	53	41.09	100
4	11	24	55	41.1	100
4	11	24	57	41.11	100
4	11	24	57	41.11	100
4	11	25	1	41.09	100
4	11	25	1	41.09	100
4	11	25	2	41.09	100
4	11	25	2	41.09	100
4	11	25	3	41.07	100
4	11	25	5	41.07	100
4	11	25	5	41.08	100
4	11	25	5	41.08	100
4	11	25	6	41.08	100
4	11	25	6	41.07	100
4	11	25	6	41.08	100
4	11	25	6	41.09	100
4	11	25	8	41.08	100
4	11	25	8	41.08	100
4	11	25	12	41.06	100
4	11	25	14	41.05	100
4	11	25	14	41.06	100
4	11	25	15	41.0719	100
4	11	25	15	41.08	100
4	11	25	19	41.05	100
4	11	25	19	41.05	100
4	11	25	25	41.05	100
4	11	25	25	41.06	100
4	11	25	25	41.06	100
4	11	25	25	41.06	100
4	11	25	25	41.07	100
4	11	25	26	41.05	100
4	11	25	27	41.07	100
4	11	25	31	41.07	400
4	11	25	34	41.06	100
4	11	25	34	41.06	100
4	11	25	34	41.05	100
4	11	25	34	41.05	100
4	11	25	34	41.05	100
4	11	25	34	41.05	100
4	11	25	34	41.05	100
4	11	25	34	41.05	100
4	11	25	34	41.05	100
4	11	25	34	41.05	100
4	11	25	34	41.05	200
4	11	25	34	41.06	100
4	11	25	34	41.05	100
4	11	25	35	41.05	100
4	11	25	38	41.07	100
4	11	25	38	41.07	100
4	11	25	43	41.04	100
4	11	25	43	41.02	100
4	11	25	43	41.05	100
4	11	25	43	41.05	800
4	11	25	43	41.05	100
4	11	25	44	41.06	100
4	11	25	44	41.06	100
4	11	25	44	41.06	100
4	11	25	44	41.06	100
4	11	25	44	41.06	300
4	11	25	44	41.06	100
4	11	25	44	41.06	300
4	11	25	44	41.06	100
4	11	25	44	41.03	100
4	11	25	45	41.03	100
4	11	25	45	41.04	100
4	11	25	46	41.06	800
4	11	25	47	41.0585	200
4	11	25	48	41.04	100
4	11	25	48	41.03	300
4	11	25	51	41.06	100
4	11	25	52	41.06	100
4	11	26	2	41.05	100
4	11	26	2	41.06	100
4	11	26	2	41.06	100
4	11	26	2	41.04	100
4	11	26	2	41.04	100
4	11	26	2	41.04	100
4	11	26	2	41.04	100
4	11	26	2	41.03	100
4	11	26	2	41.031	600
4	11	26	3	41.03	100
4	11	26	3	41.03	100
4	11	26	3	41.03	100
4	11	26	3	41.03	100
4	11	26	3	41.03	100
4	11	26	4	41.05	100
4	11	26	4	41.05	100
4	11	26	5	41.06	100
4	11	26	5	41.06	100
4	11	26	6	41.08	100
4	11	26	6	41.0725	100
4	11	26	10	41.0536	100
4	11	26	16	41.07	100
4	11	26	21	41.0575	200
4	11	26	23	41.07	100
4	11	26	24	41.05	100
4	11	26	24	41.05	100
4	11	26	24	41.05	500
4	11	26	24	41.04	100
4	11	26	26	41.05	100
4	11	26	26	41.05	200
4	11	26	26	41.05	100
4	11	26	28	41.06	100
4	11	26	28	41.06	100
4	11	26	28	41.06	100
4	11	26	28	41.05	200
4	11	26	28	41.05	100
4	11	26	29	41.05	100
4	11	26	34	41.07	100
4	11	26	34	41.07	100
4	11	26	34	41.07	100
4	11	26	34	41.08	100
4	11	26	36	41.08	100
4	11	26	37	41.07	100
4	11	26	40	41.07	100
4	11	26	40	41.07	100
4	11	26	41	41.07	100
4	11	26	41	41.07	100
4	11	26	41	41.07	100
4	11	26	41	41.07	100
4	11	26	41	41.08	100
4	11	26	41	41.07	200
4	11	26	41	41.08	300
4	11	26	41	41.08	100
4	11	26	41	41.08	100
4	11	26	42	41.07	100
4	11	26	45	41.08	100
4	11	26	45	41.07	200
4	11	26	45	41.07	100
4	11	26	45	41.06	200
4	11	26	46	41.05	100
4	11	27	5	41.07	100
4	11	27	5	41.09	100
4	11	27	5	41.09	200
4	11	27	5	41.09	100
4	11	27	6	41.1	300
4	11	27	6	41.1	100
4	11	27	6	41.1	100
4	11	27	6	41.1	100
4	11	27	7	41.09	200
4	11	27	7	41.09	600
4	11	27	7	41.09	100
4	11	27	10	41.1	100
4	11	27	14	41.096	102
4	11	27	15	41.09	300
4	11	27	15	41.09	100
4	11	27	15	41.09	200
4	11	27	20	41.1	100
4	11	27	22	41.11	100
4	11	27	22	41.1	100
4	11	27	22	41.1	100
4	11	27	22	41.11	100
4	11	27	22	41.11	200
4	11	27	22	41.1	100
4	11	27	22	41.1	100
4	11	27	22	41.12	100
4	11	27	24	41.12	100
4	11	27	29	41.13	300
4	11	27	29	41.13	100
4	11	27	30	41.13	200
4	11	27	30	41.13	100
4	11	27	30	41.12	100
4	11	27	30	41.13	100
4	11	27	32	41.11	100
4	11	27	32	41.1	100
4	11	27	36	41.1	100
4	11	27	36	41.1	100
4	11	27	39	41.09	200
4	11	27	42	41.08	100
4	11	27	42	41.08	100
4	11	27	42	41.08	100
4	11	27	43	41.08	100
4	11	27	43	41.08	100
4	11	27	43	41.06	100
4	11	27	44	41.06	100
4	11	27	44	41.06	100
4	11	27	44	41.06	100
4	11	27	48	41.05	100
4	11	27	49	41.05	100
4	11	27	49	41.05	100
4	11	27	50	41.0354	185
4	11	27	53	41.05	100
4	11	28	0	41.05	100
4	11	28	0	41.05	100
4	11	28	1	41.05	100
4	11	28	1	41.05	100
4	11	28	1	41.05	100
4	11	28	1	41.05	200
4	11	28	1	41.05	100
4	11	28	1	41.05	100
4	11	28	1	41.05	100
4	11	28	1	41.05	200
4	11	28	1	41.04	100
4	11	28	1	41.04	100
4	11	28	1	41.06	100
4	11	28	2	41.04	100
4	11	28	2	41.04	100
4	11	28	2	41.04	100
4	11	28	2	41.0599	100
4	11	28	11	41.06	100
4	11	28	11	41.06	100
4	11	28	16	41.08	100
4	11	28	20	41.07	200
4	11	28	24	41.07	100
4	11	28	24	41.07	100
4	11	28	24	41.07	100
4	11	28	25	41.08	100
4	11	28	25	41.08	100
4	11	28	32	41.0766	309
4	11	28	32	41.1	312
4	11	28	33	41.1	100
4	11	28	33	41.085	100
4	11	28	34	41.1022	202
4	11	28	35	41.1	100
4	11	28	35	41.103	240
4	11	28	35	41.11	100
4	11	28	35	41.11	100
4	11	28	35	41.11	100
4	11	28	35	41.11	100
4	11	28	35	41.11	100
4	11	28	36	41.1	200
4	11	28	36	41.095	400
4	11	28	36	41.095	300
4	11	28	36	41.09	100
4	11	28	36	41.08	100
4	11	28	36	41.095	200
4	11	28	36	41.095	200
4	11	28	36	41.095	100
4	11	28	36	41.08	100
4	11	28	37	41.1	100
4	11	28	37	41.1	388
4	11	28	37	41.1	100
4	11	28	37	41.1	100
4	11	28	38	41.11	200
4	11	28	38	41.11	200
4	11	28	38	41.11	300
4	11	28	38	41.11	100
4	11	28	38	41.11	100
4	11	28	38	41.11	100
4	11	28	39	41.12	200
4	11	28	39	41.11	100
4	11	28	41	41.085	100
4	11	28	42	41.12	3000
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	200
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	200
4	11	28	43	41.11	200
4	11	28	43	41.11	200
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	200
4	11	28	43	41.11	100
4	11	28	43	41.11	200
4	11	28	43	41.11	200
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	200
4	11	28	43	41.11	200
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	200
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	43	41.11	100
4	11	28	44	41.11	100
4	11	28	44	41.11	100
4	11	28	44	41.11	328
4	11	28	45	41.11	100
4	11	28	46	41.11	100
4	11	28	46	41.11	100
4	11	28	46	41.11	100
4	11	28	46	41.11	100
4	11	28	46	41.11	100
4	11	28	46	41.11	100
4	11	28	46	41.11	100
4	11	28	46	41.11	100
4	11	28	47	41.11	100
4	11	28	47	41.11	100
4	11	28	48	41.11	100
4	11	28	48	41.11	100
4	11	28	48	41.11	200
4	11	28	49	41.11	100
4	11	28	50	41.1	100
4	11	28	50	41.1	100
4	11	28	50	41.1	100
4	11	28	50	41.1	400
4	11	28	50	41.11	100
4	11	28	50	41.11	200
4	11	28	50	41.11	100
4	11	28	50	41.1	100
4	11	28	50	41.1	100
4	11	28	50	41.1	100
4	11	28	50	41.1	100
4	11	28	50	41.1	200
4	11	28	50	41.11	100
4	11	28	50	41.11	300
4	11	28	50	41.09	100
4	11	28	50	41.11	100
4	11	28	50	41.11	100
4	11	28	50	41.11	200
4	11	28	50	41.11	600
4	11	28	51	41.1	100
4	11	28	51	41.1	100
4	11	28	51	41.11	100
4	11	28	51	41.11	200
4	11	28	51	41.11	100
4	11	28	51	41.1	100
4	11	28	51	41.11	100
4	11	28	51	41.11	100
4	11	28	51	41.11	200
4	11	28	51	41.11	100
4	11	28	51	41.11	200
4	11	28	51	41.11	200
4	11	28	51	41.11	300
4	11	28	51	41.11	172
4	11	28	51	41.11	200
4	11	28	51	41.11	100
4	11	28	51	41.09	100
4	11	28	51	41.09	100
4	11	28	51	41.09	100
4	11	28	51	41.09	100
4	11	28	51	41.095	100
4	11	28	52	41.09	100
4	11	28	52	41.09	100
4	11	28	52	41.09	100
4	11	28	52	41.09	100
4	11	28	52	41.09	100
4	11	28	52	41.09	100
4	11	28	52	41.09	100
4	11	28	52	41.07	100
4	11	28	52	41.085	100
4	11	28	52	41.07	100
4	11	28	52	41.07	100
4	11	28	52	41.07	100
4	11	28	53	41.08	100
4	11	28	53	41.08	300
4	11	28	53	41.08	100
4	11	28	53	41.08	100
4	11	28	53	41.08	100
4	11	28	53	41.08	200
4	11	28	53	41.08	100
4	11	28	53	41.08	100
4	11	28	53	41.062	400
4	11	28	54	41.07	100
4	11	28	55	41.07	200
4	11	28	57	41.06	100
4	11	28	57	41.05	1000
4	11	28	58	41.051	400
4	11	29	0	41.07	100
4	11	29	4	41.0784	500
4	11	29	6	41.08	400
4	11	29	10	41.08	100
4	11	29	12	41.0701	100
4	11	29	12	41.07	100
4	11	29	12	41.07	200
4	11	29	12	41.071	600
4	11	29	12	41.0701	200
4	11	29	12	41.07	200
4	11	29	12	41.07	100
4	11	29	12	41.07	200
4	11	29	12	41.0701	100
4	11	29	12	41.07	400
4	11	29	13	41.07	500
4	11	29	13	41.07	100
4	11	29	13	41.07	100
4	11	29	14	41.07	300
4	11	29	14	41.07	200
4	11	29	14	41.07	100
4	11	29	14	41.075	100
4	11	29	14	41.07	400
4	11	29	14	41.07	100
4	11	29	14	41.075	100
4	11	29	14	41.075	400
4	11	29	14	41.07	100
4	11	29	14	41.07	100
4	11	29	14	41.07	200
4	11	29	14	41.07	300
4	11	29	14	41.07	200
4	11	29	14	41.07	100
4	11	29	15	41.07	400
4	11	29	15	41.07	100
4	11	29	16	41.07	100
4	11	29	17	41.08	100
4	11	29	17	41.08	100
4	11	29	17	41.08	100
4	11	29	19	41.07	200
4	11	29	22	41.08	100
4	11	29	22	41.08	100
4	11	29	22	41.08	100
4	11	29	22	41.08	150
4	11	29	22	41.08	100
4	11	29	22	41.08	100
4	11	29	22	41.08	100
4	11	29	22	41.08	100
4	11	29	22	41.08	100
4	11	29	22	41.08	600
4	11	29	22	41.08	800
4	11	29	22	41.08	100
4	11	29	22	41.07	200
4	11	29	23	41.09	100
4	11	29	23	41.09	200
4	11	29	23	41.09	100
4	11	29	23	41.09	100
4	11	29	23	41.09	100
4	11	29	24	41.09	100
4	11	29	24	41.0885	138
4	11	29	26	41.09	900
4	11	29	26	41.09	100
4	11	29	26	41.09	100
4	11	29	26	41.09	100
4	11	29	27	41.095	100
4	11	29	27	41.09	100
4	11	29	27	41.09	100
4	11	29	27	41.09	500
4	11	29	27	41.09	600
4	11	29	27	41.09	150
4	11	29	27	41.09	100
4	11	29	27	41.09	600
4	11	29	27	41.09	200
4	11	29	27	41.09	300
4	11	29	27	41.09	300
4	11	29	27	41.09	200
4	11	29	27	41.09	300
4	11	29	27	41.09	200
4	11	29	27	41.09	300
4	11	29	27	41.09	100
4	11	29	27	41.09	200
4	11	29	27	41.09	200
4	11	29	27	41.09	100
4	11	29	27	41.09	100
4	11	29	27	41.09	100
4	11	29	28	41.09	500
4	11	29	28	41.1	100
4	11	29	30	41.095	200
4	11	29	31	41.09	500
4	11	29	31	41.09	600
4	11	29	31	41.0917	1525
4	11	29	31	41.1	100
4	11	29	31	41.1	100
4	11	29	31	41.1	100
4	11	29	31	41.09	100
4	11	29	31	41.1	100
4	11	29	31	41.1	100
4	11	29	31	41.091	300
4	11	29	31	41.091	100
4	11	29	32	41.09	500
4	11	29	33	41.09	150
4	11	29	34	41.08	100
4	11	29	37	41.08	100
4	11	29	37	41.08	100
4	11	29	37	41.08	100
4	11	29	37	41.072	300
4	11	29	37	41.09	100
4	11	29	37	41.09	100
4	11	29	37	41.09	100
4	11	29	37	41.09	100
4	11	29	37	41.09	100
4	11	29	37	41.1	100
4	11	29	38	41.1	100
4	11	29	38	41.1	100
4	11	29	38	41.1	100
4	11	29	38	41.1	200
4	11	29	38	41.1	100
4	11	29	38	41.1	100
4	11	29	38	41.11	100
4	11	29	38	41.11	100
4	11	29	38	41.1	500
4	11	29	38	41.1	400
4	11	29	39	41.1	100
4	11	29	40	41.11	287
4	11	29	40	41.1	250
4	11	29	40	41.1	150
4	11	29	41	41.12	206
4	11	29	42	41.11	300
4	11	29	43	41.11	100
4	11	29	45	41.11	100
4	11	29	45	41.11	100
4	11	29	46	41.11	100
4	11	29	46	41.11	100
4	11	29	46	41.11	100
4	11	29	54	41.1	100
4	11	29	54	41.09	100
4	11	29	54	41.09	500
4	11	29	54	41.1	300
4	11	29	54	41.09	100
4	11	29	54	41.09	800
4	11	29	54	41.09	300
4	11	29	54	41.09	400
4	11	29	54	41.09	100
4	11	29	54	41.09	100
4	11	29	54	41.09	100
4	11	29	54	41.09	100
4	11	29	54	41.09	100
4	11	29	54	41.09	200
4	11	29	54	41.08	100
4	11	29	56	41.1	100
4	11	29	56	41.1	200
4	11	29	56	41.1	200
4	11	29	56	41.1	100
4	11	29	56	41.1	100
4	11	29	56	41.1	100
4	11	29	56	41.1	100
4	11	29	57	41.11	100
4	11	30	0	41.1	200
4	11	30	0	41.09	100
4	11	30	0	41.09	100
4	11	30	0	41.09	200
4	11	30	0	41.09	100
4	11	30	0	41.09	100
4	11	30	1	41.081	100
4	11	30	1	41.081	300
4	11	30	1	41.08	100
4	11	30	2	41.09	300
4	11	30	2	41.08	100
4	11	30	2	41.085	100
4	11	30	3	41.08	100
4	11	30	4	41.08	200
4	11	30	4	41.08	100
4	11	30	4	41.08	100
4	11	30	4	41.085	100
4	11	30	4	41.07	100
4	11	30	4	41.07	100
4	11	30	4	41.07	400
4	11	30	4	41.07	100
4	11	30	4	41.07	100
4	11	30	4	41.07	100
4	11	30	4	41.07	100
4	11	30	4	41.07	100
4	11	30	5	41.075	100
4	11	30	5	41.07	100
4	11	30	5	41.07	200
4	11	30	5	41.06	200
4	11	30	5	41.07	200
4	11	30	5	41.06	100
4	11	30	5	41.06	100
4	11	30	5	41.07	100
4	11	30	5	41.07	600
4	11	30	6	41.085	100
4	11	30	7	41.07	100
4	11	30	8	41.07	100
4	11	30	8	41.07	100
4	11	30	8	41.07	100
4	11	30	8	41.07	100
4	11	30	9	41.07	100
4	11	30	9	41.07	200
4	11	30	9	41.07	100
4	11	30	9	41.07	500
4	11	30	9	41.07	300
4	11	30	9	41.071	200
4	11	30	10	41.07	200
4	11	30	10	41.07	100
4	11	30	10	41.07	100
4	11	30	10	41.07	300
4	11	30	10	41.07	200
4	11	30	10	41.07	300
4	11	30	10	41.06	100
4	11	30	10	41.06	400
4	11	30	10	41.07	400
4	11	30	10	41.06	400
4	11	30	10	41.06	100
4	11	30	10	41.06	100
4	11	30	10	41.06	100
4	11	30	10	41.05	400
4	11	30	11	41.07	100
4	11	30	11	41.07	100
4	11	30	11	41.07	100
4	11	30	11	41.06	200
4	11	30	11	41.06	500
4	11	30	11	41.06	100
4	11	30	11	41.06	100
4	11	30	11	41.07	200
4	11	30	11	41.07	200
4	11	30	11	41.07	200
4	11	30	11	41.07	100
4	11	30	11	41.07	500
4	11	30	11	41.07	100
4	11	30	11	41.07	100
4	11	30	11	41.07	200
4	11	30	11	41.07	200
4	11	30	11	41.071	100
4	11	30	11	41.07	500
4	11	30	12	41.07	100
4	11	30	12	41.07	300
4	11	30	12	41.06	200
4	11	30	12	41.05	100
4	11	30	13	41.03	100
4	11	30	13	41.04	100
4	11	30	14	41.05	100
4	11	30	15	41.04	100
4	11	30	16	41.04	100
4	11	30	16	41.05	100
4	11	30	16	41.02	100
4	11	30	16	41.02	100
4	11	30	16	41.03	100
4	11	30	17	41.02	100
4	11	30	17	41.02	100
4	11	30	17	41.02	100
4	11	30	17	41.02	100
4	11	30	17	41.01	100
4	11	30	17	41.01	100
4	11	30	17	41.01	100
4	11	30	17	41	600
4	11	30	17	41.01	100
4	11	30	17	41.02	200
4	11	30	17	41.02	200
4	11	30	17	41	100
4	11	30	17	41	100
4	11	30	18	41	1400
4	11	30	18	41	100
4	11	30	19	41.01	100
4	11	30	19	41.01	100
4	11	30	20	40.97	100
4	11	30	20	40.97	200
4	11	30	26	40.96	100
4	11	30	26	40.96	100
4	11	30	26	40.96	100
4	11	30	28	40.97	100
4	11	30	28	40.97	100
4	11	30	28	40.97	100
4	11	30	28	40.97	300
4	11	30	28	40.99	100
4	11	30	28	40.99	100
4	11	30	29	40.99	100
4	11	30	29	40.99	200
4	11	30	29	41	100
4	11	30	30	40.99	100
4	11	30	30	40.99	100
4	11	30	30	40.99	100
4	11	30	30	40.98	100
4	11	30	30	40.97	100
4	11	30	30	40.99	100
4	11	30	30	40.98	100
4	11	30	31	40.985	600
4	11	30	33	41	100
4	11	30	33	41	100
4	11	30	33	41	100
4	11	30	33	41	100
4	11	30	33	41	100
4	11	30	33	41	100
4	11	30	33	41	100
4	11	30	33	40.9999	100
4	11	30	33	40.9999	100
4	11	30	33	41	200
4	11	30	33	41	100
4	11	30	33	41	200
4	11	30	34	41	500
4	11	30	35	41	500
4	11	30	35	41	300
4	11	30	35	41	200
4	11	30	35	41	300
4	11	30	35	41	500
4	11	30	35	41	100
4	11	30	37	41.01	300
4	11	30	37	41.01	300
4	11	30	37	41.01	200
4	11	30	37	41.01	200
4	11	30	37	41.0015	300
4	11	30	38	41.01	100
4	11	30	38	41	500
4	11	30	38	41	100
4	11	30	38	41	200
4	11	30	40	41.02	200
4	11	30	40	41.01	100
4	11	30	41	41.0185	100
4	11	30	42	41	100
4	11	30	42	41	100
4	11	30	42	41	100
4	11	30	42	41	100
4	11	30	42	41	100
4	11	30	42	41	159
4	11	30	42	41	300
4	11	30	42	41	300
4	11	30	42	41	100
4	11	30	42	41	100
4	11	30	42	40.98	100
4	11	30	42	40.98	100
4	11	30	42	41	500
4	11	30	43	41	100
4	11	30	43	41	100
4	11	30	43	41	200
4	11	30	43	41	100
4	11	30	43	41	100
4	11	30	43	41	100
4	11	30	43	41	100
4	11	30	43	41	100
4	11	30	43	40.98	200
4	11	30	44	41	500
4	11	30	44	41	100
4	11	30	44	41	530
4	11	30	46	41	100
4	11	30	46	41	199
4	11	30	46	41	200
